05:54:15,10.61.133.154,down
05:54:15,10.61.133.144,up
05:54:16,10.61.133.147,down
05:54:18,10.61.133.148,down
05:54:19,10.61.133.149,down
05:55:26,10.61.133.154,down
05:55:26,10.61.133.144,up
05:55:28,10.61.133.147,down
05:55:29,10.61.133.148,down
05:55:31,10.61.133.149,down
07:20:34,10.61.133.145,up
07:20:36,10.61.133.148,down
07:51:01,10.61.133.145,up
07:51:02,10.61.133.148,down
09:26:28,10.61.133.142,up
09:26:29,10.61.133.142,up
09:36:25,10.61.133.142,up
09:44:17,10.61.128.1,up
09:44:20,10.61.130.1,down
09:44:22,10.61.131.1,up
09:44:23,10.61.2.1,up
09:44:25,10.61.6.1,up
09:44:26,10.56.41.161,up
09:44:30,10.61.1.1,down
09:44:32,10.61.129.1,up
09:44:33,10.61.129.144,up
09:44:37,10.61.132.1,down
09:44:37,10.61.133.1,up
09:44:41,10.61.8.1,down
10:06:36,10.61.1.1,down
10:06:38,10.61.131.1,up
10:06:38,10.61.133.1,up
10:06:39,10.61.2.1,up
10:06:43,10.61.8.1,down
10:06:44,10.56.41.161,up
10:06:46,10.61.129.1,up
10:06:47,10.61.129.144,up
10:06:50,10.61.130.1,down
10:06:54,10.61.132.1,down
10:06:55,10.61.6.1,up
10:06:57,10.61.128.1,up
10:33:20,10.61.132.1,down
10:33:22,10.61.2.1,up
10:33:23,10.61.6.1,up
10:33:27,10.61.1.1,down
10:33:28,10.61.128.1,up
10:33:30,10.61.129.1,up
10:33:31,10.61.129.144,up
10:33:34,10.61.130.1,down
10:33:38,10.61.8.1,down
10:33:39,10.56.41.161,up
10:33:41,10.61.131.1,up
10:33:41,10.61.133.1,up
11:20:02,10.61.131.1,up
11:20:04,10.61.128.1,up
11:20:07,10.61.1.1,down
11:20:09,10.61.129.1,up
11:20:10,10.61.129.144,up
11:20:13,10.61.130.1,down
11:20:17,10.61.132.1,down
11:20:17,10.61.133.1,up
11:20:19,10.61.2.1,up
11:20:20,10.56.41.161,up
11:20:24,10.61.8.1,down
11:20:25,10.61.6.1,up
11:28:28,10.61.128.1,up
11:28:29,10.61.131.1,up
11:28:30,10.61.129.1,up
11:28:32,10.61.129.144,up
11:28:35,10.61.130.1,down
11:28:38,10.61.132.1,down
11:28:38,10.61.133.1,up
11:28:40,10.61.2.1,up
11:28:43,10.56.41.161,up
11:28:47,10.61.1.1,down
11:28:49,10.61.6.1,up
11:28:52,10.61.8.1,down
11:45:21,10.56.41.161,up
11:45:25,10.61.1.1,down
11:45:26,10.61.129.1,up
11:45:28,10.61.129.144,up
11:45:31,10.61.130.1,down
11:45:34,10.61.132.1,down
11:45:34,10.61.133.1,up
11:45:36,10.61.2.1,up
11:45:38,10.61.6.1,up
11:45:42,10.61.8.1,down
11:45:43,10.61.128.1,up
11:45:44,10.61.131.1,up
11:53:49,10.61.128.1,up
11:53:51,10.61.131.1,up
11:53:55,10.61.132.1,down
11:53:56,10.61.133.1,up
11:53:58,10.61.2.1,up
11:54:00,10.56.41.161,up
11:54:04,10.61.1.1,down
11:54:05,10.61.129.1,up
11:54:08,10.61.129.144,up
11:54:11,10.61.130.1,down
11:54:13,10.61.6.1,up
11:54:16,10.61.8.1,down
12:02:22,10.61.1.1,down
12:02:23,10.61.129.1,up
12:02:25,10.61.129.144,up
12:02:28,10.61.130.1,down
12:02:31,10.61.132.1,down
12:02:31,10.61.133.1,up
12:02:33,10.61.2.1,up
12:02:34,10.56.41.161,up
12:02:38,10.61.8.1,down
12:02:40,10.61.6.1,up
12:02:41,10.61.131.1,up
12:02:43,10.61.128.1,up
